title,link,descrip,date
Horse training fatality,https://wcq-search.squiz.cloud/s/redirect?collection=wcq-alerts-push&url=https%3A%2F%2Fwww.worksafe.qld.gov.au%2Fnews-and-events%2Falerts%2Fincident-alerts%2F2020%2Fhorse-training-fatality&index_url=https%3A%2F%2Fwww.worksafe.qld.gov.au%2F%3Fa%3D68622&auth=%2FwJHfVzgiYdcX0eufMO4iQ&profile=_default&rank=45&query=%21padrenull,"In October 2020, a self-employed horse trainer died whilst handling a horse at his rural property. It appears the man was using a trotting buggy when something may have 'spooked' the horse. As a result, the veteran trainer was catapulted from the sulky hitting a termite mound suffering fatal injuries.",19 November 2020
Worker injured in side-by-side vehicle rollover,https://wcq-search.squiz.cloud/s/redirect?collection=wcq-alerts-push&url=https%3A%2F%2Fwww.worksafe.qld.gov.au%2Fnews-and-events%2Falerts%2Fincident-alerts%2F2020%2Fworker-injured-in-side-by-side-vehicle-rollover&index_url=https%3A%2F%2Fwww.worksafe.qld.gov.au%2F%3Fa%3D68681&auth=%2Fy2ri6%2B8keliKV87uMCL%2Fg&profile=_default&rank=46&query=%21padrenull,"In September 2020, a worker was seriously injured when the side-by-side vehicle he was using at an industrial workplace overturned.",18 November 2020
Mobile concrete placing boom stability,https://wcq-search.squiz.cloud/s/redirect?collection=wcq-alerts-push&url=https%3A%2F%2Fwww.worksafe.qld.gov.au%2Fnews-and-events%2Falerts%2Fworkplace-health-and-safety-alerts%2F2020%2Fmobile-concrete-placing-boom-stability&index_url=https%3A%2F%2Fwww.worksafe.qld.gov.au%2F%3Fa%3D68594&auth=IMSQDO7V2S2K6dKkIOKQQw&profile=_default&rank=47&query=%21padrenull,"The purpose of this safety alert is to highlight the need to follow the manufacturer's operating instructions, provide safety guidance for workers, owners and employers.",17 November 2020
Dead trees and working solo remotely are a dangerous mix,https://wcq-search.squiz.cloud/s/redirect?collection=wcq-alerts-push&url=https%3A%2F%2Fwww.worksafe.qld.gov.au%2Fnews-and-events%2Falerts%2Fincident-alerts%2F2020%2Fdead-trees-and-working-solo-remotely-are-a-dangerous-mix&index_url=https%3A%2F%2Fwww.worksafe.qld.gov.au%2F%3Fa%3D67933&auth=2%2FW4oVK0OJa27LmqpodH1Q&profile=_default&rank=48&query=%21padrenull,"In August 2020, a property owner sustained fatal injuries from a falling tree branch. Initial investigations indicate he was burning off on a remote part of the property alone. It appears he parked his quad bike under a dead tree when a branch broke and struck him across the legs. Alone, and with no communication equipment, the 61 year old attempted to treat himself but was later found dead at the scene.",13 November 2020
Worker seriously injured after fall from roof,https://wcq-search.squiz.cloud/s/redirect?collection=wcq-alerts-push&url=https%3A%2F%2Fwww.worksafe.qld.gov.au%2Fnews-and-events%2Falerts%2Fincident-alerts%2F2020%2Fworker-seriously-injured-after-fall-from-roof&index_url=https%3A%2F%2Fwww.worksafe.qld.gov.au%2F%3Fa%3D67948&auth=iqfvM4MySaRcq%2FEMtI41JQ&profile=_default&rank=49&query=%21padrenull,"In October 2020, a worker suffered serious injuries when he fell through an open void in the roof of a warehouse. The worker was employed by a contractor engaged to replace roof sheeting.",12 November 2020
Worker injured after angle grinder ‘kick back’,https://wcq-search.squiz.cloud/s/redirect?collection=wcq-alerts-push&url=https%3A%2F%2Fwww.worksafe.qld.gov.au%2Fnews-and-events%2Falerts%2Fincident-alerts%2F2020%2Fworker-injured-after-angle-grinder-kick-back&index_url=https%3A%2F%2Fwww.worksafe.qld.gov.au%2F%3Fa%3D67263&auth=L8bYxsnoArGUEyeDOOEiwQ&profile=_default&rank=50&query=%21padrenull,"In August 2020, a worker suffered a chest laceration when the angle grinder he was using ‘kicked back’. At the time, he was apparently cutting timber and fibre glass with a 125mm angle grinder fitted with a multi-cutter blade.",9 November 2020
Serious injuries following fall from yacht,https://wcq-search.squiz.cloud/s/redirect?collection=wcq-alerts-push&url=https%3A%2F%2Fwww.worksafe.qld.gov.au%2Fnews-and-events%2Falerts%2Fincident-alerts%2F2020%2Fserious-injuries-following-fall-from-yacht&index_url=https%3A%2F%2Fwww.worksafe.qld.gov.au%2F%3Fa%3D66250&auth=OXcJrX30AZeAPlacuRCW%2FQ&profile=_default&rank=51&query=%21padrenull,"In August 2020, a worker suffered serious injuries after falling approximately 2.5 metres from the rear of a large yacht docked on a hardstand at a marine maintenance facility.",26 October 2020
Two workers injured by tractor slasher,https://wcq-search.squiz.cloud/s/redirect?collection=wcq-alerts-push&url=https%3A%2F%2Fwww.worksafe.qld.gov.au%2Fnews-and-events%2Falerts%2Fincident-alerts%2F2020%2Ftwo-workers-injured-by-tractor-slasher&index_url=https%3A%2F%2Fwww.worksafe.qld.gov.au%2F%3Fa%3D64283&auth=tRRRiH4UJ%2FcnCFhAqPx5Gw&profile=_default&rank=52&query=%21padrenull,"In September 2020, two workers were injured, one seriously, when a tractor slasher lowered unexpectedly.",21 October 2020
Fall-arrest systems for continuous vertical ladders on tower cranes,https://wcq-search.squiz.cloud/s/redirect?collection=wcq-alerts-push&url=https%3A%2F%2Fwww.worksafe.qld.gov.au%2Fnews-and-events%2Falerts%2Fworkplace-health-and-safety-alerts%2F2020%2Ffall-arrest-systems-for-continuous-vertical-ladders-on-tower-cranes&index_url=https%3A%2F%2Fwww.worksafe.qld.gov.au%2F%3Fa%3D65367&auth=q6Qts1h9U5ELL6ZU2YXw7Q&profile=_default&rank=53&query=%21padrenull,The purpose of this safety alert is to highlight that specific fall-arrest systems are required if a continuous vertical ladder is in place for accessing the total length of a crane tower. The Tower crane Code of Practice 2017 (the Code) sets out these requirements.,16 October 2020
Worker seriously injured falling from trailer,https://wcq-search.squiz.cloud/s/redirect?collection=wcq-alerts-push&url=https%3A%2F%2Fwww.worksafe.qld.gov.au%2Fnews-and-events%2Falerts%2Fincident-alerts%2F2020%2Fworker-seriously-injured-falling-from-trailer&index_url=https%3A%2F%2Fwww.worksafe.qld.gov.au%2F%3Fa%3D63217&auth=Q551lWn1sb04hG2QoHJ2Jw&profile=_default&rank=54&query=%21padrenull,"In August 2020, a truck driver suffered serious injuries falling from his trailer. Investigations are continuing.",30 September 2020
Fall from earthmoving machinery,https://wcq-search.squiz.cloud/s/redirect?collection=wcq-alerts-push&url=https%3A%2F%2Fwww.worksafe.qld.gov.au%2Fnews-and-events%2Falerts%2Fincident-alerts%2F2020%2Ffall-from-earthmoving-machinery&index_url=https%3A%2F%2Fwww.worksafe.qld.gov.au%2F%3Fa%3D54836&auth=yN3GpK%2FaLNuQawTxd5lhWw&profile=_default&rank=55&query=%21padrenull,"In August 2020, a man suffered serious injuries after falling from an earthmoving machine he was apparently doing maintenance on. Early investigations indicate the man fell while exiting the machine.",21 September 2020
Worker’s arm crushed by excavator,https://wcq-search.squiz.cloud/s/redirect?collection=wcq-alerts-push&url=https%3A%2F%2Fwww.worksafe.qld.gov.au%2Fnews-and-events%2Falerts%2Fincident-alerts%2F2020%2Fworkers-arm-crushed-by-excavator&index_url=https%3A%2F%2Fwww.worksafe.qld.gov.au%2F%3Fa%3D51828&auth=m5qtK%2FJO2ktfY5F9BNp%2F5A&profile=_default&rank=56&query=%21padrenull,"In June 2020, a worker suffered crush injuries to his arms and hands after an excavator bucket collided with waste oil drums while he was preparing to attach lifting equipment.",14 September 2020
Worker struck by grader,https://wcq-search.squiz.cloud/s/redirect?collection=wcq-alerts-push&url=https%3A%2F%2Fwww.worksafe.qld.gov.au%2Fnews-and-events%2Falerts%2Fincident-alerts%2F2020%2Fworker-struck-by-grader&index_url=https%3A%2F%2Fwww.worksafe.qld.gov.au%2F%3Fa%3D47050&auth=%2FS2CJTY31AeBDAELzUd%2Faw&profile=_default&rank=57&query=%21padrenull,"In June 2020, a grader was doing road works at a construction site when it struck a worker who suffered serious leg injuries.",14 September 2020
Farm worker dies in quad bike incident,https://wcq-search.squiz.cloud/s/redirect?collection=wcq-alerts-push&url=https%3A%2F%2Fwww.worksafe.qld.gov.au%2Fnews-and-events%2Falerts%2Fincident-alerts%2F2020%2FFarm-worker-dies-in-quad-bike-incident&index_url=https%3A%2F%2Fwww.worksafe.qld.gov.au%2F%3Fa%3D54701&auth=lwAXmK4QJqMEDPG9UtmDtw&profile=_default&rank=58&query=%21padrenull,"In July 2020, a farm worker died after he lost control of a quad bike. It appears he attempted to avoid a kangaroo and lost control of the vehicle.",14 September 2020
Serious injuries – falling hay bale,https://wcq-search.squiz.cloud/s/redirect?collection=wcq-alerts-push&url=https%3A%2F%2Fwww.worksafe.qld.gov.au%2Fnews-and-events%2Falerts%2Fincident-alerts%2F2020%2Fserious-injuries-falling-hay-bale&index_url=https%3A%2F%2Fwww.worksafe.qld.gov.au%2F%3Fa%3D53699&auth=fERw43o0w4UeMUaJokvKuQ&profile=_default&rank=59&query=%21padrenull,"In December 2019, a worker suffered serious injury after falling approximately 5m through a roof whilst doing maintenance on a shed. In a similar incident in February 2020, a man died after falling through the roof of a building. Early investigations indicate he was repairing a skylight.",11 September 2020
Falling tree fatality,https://wcq-search.squiz.cloud/s/redirect?collection=wcq-alerts-push&url=https%3A%2F%2Fwww.worksafe.qld.gov.au%2Fnews-and-events%2Falerts%2Fincident-alerts%2F2020%2Ffalling-tree-fatality&index_url=https%3A%2F%2Fwww.worksafe.qld.gov.au%2F%3Fa%3D20703&auth=aO4cUGSITndqOgC9zHzp4w&profile=_default&rank=60&query=%21padrenull,"In June 2020, a man died after being struck by a tree he was cutting down with a chainsaw.",22 July 2020
Young worker injured by lifting hook,https://wcq-search.squiz.cloud/s/redirect?collection=wcq-alerts-push&url=https%3A%2F%2Fwww.worksafe.qld.gov.au%2Fnews-and-events%2Falerts%2Fincident-alerts%2F2020%2Fyoung-worker-injured-by-lifting-hook&index_url=https%3A%2F%2Fwww.worksafe.qld.gov.au%2F%3Fa%3D23989&auth=kLJdVNJfCkYgBSHX%2BiDIVA&profile=_default&rank=61&query=%21padrenull,"In April 2020, a young worker was injured after being struck by a lifting chain hook while helping a colleague move equipment. They were using a crane in a storage yard.",22 June 2020
Transportable silo collapse,https://wcq-search.squiz.cloud/s/redirect?collection=wcq-alerts-push&url=https%3A%2F%2Fwww.worksafe.qld.gov.au%2Fnews-and-events%2Falerts%2Fworkplace-health-and-safety-alerts%2F2020%2Ftransportable-silo-collapse&index_url=https%3A%2F%2Fwww.worksafe.qld.gov.au%2F%3Fa%3D19968&auth=zpdK%2BMHbpm%2BiZJeyJ9gOOg&profile=_default&rank=62&query=%21padrenull,"The purpose of this safety alert is to highlight the risk of collapse of transportable (relocatable) silos, commonly used on farms.",15 June 2020
Worker seriously crushed by frontend loader,https://wcq-search.squiz.cloud/s/redirect?collection=wcq-alerts-push&url=https%3A%2F%2Fwww.worksafe.qld.gov.au%2Fnews-and-events%2Falerts%2Fincident-alerts%2F2020%2Fworker-seriously-crushed-by-frontend-loader&index_url=https%3A%2F%2Fwww.worksafe.qld.gov.au%2F%3Fa%3D25587&auth=8Ijh9%2BqQlJe%2F%2FjeJhx0S9Q&profile=_default&rank=63&query=%21padrenull,"In April 2020, a man suffered serious injuries after being crushed by a frontend loader. Initial enquiries found the operator got out of the cabin to untie a hay bale when the vehicle started rolling down a slope. It appears the operator was attempting to re-enter the cabin when he was trapped between the moving plant and a gate post.",10 June 2020
Falls from work platforms,https://wcq-search.squiz.cloud/s/redirect?collection=wcq-alerts-push&url=https%3A%2F%2Fwww.worksafe.qld.gov.au%2Fnews-and-events%2Falerts%2Fincident-alerts%2F2020%2Ffalls-from-work-platforms&index_url=https%3A%2F%2Fwww.worksafe.qld.gov.au%2F%3Fa%3D22113&auth=UHxwL%2FEVjXQY%2F%2BXkEF8JCA&profile=_default&rank=64&query=%21padrenull,"In May 2020, two men were seriously injured after falling approximately 1.5m after a trestle and plank system failed while performing housing construction work.",21 May 2020
Roof falls,https://wcq-search.squiz.cloud/s/redirect?collection=wcq-alerts-push&url=https%3A%2F%2Fwww.worksafe.qld.gov.au%2Fnews-and-events%2Falerts%2Fincident-alerts%2F2020%2Froof-falls&index_url=https%3A%2F%2Fwww.worksafe.qld.gov.au%2F%3Fa%3D17927&auth=%2Fl5tkfHebcCHyPI94%2BAIiA&profile=_default&rank=65&query=%21padrenull,"In December 2019, a worker suffered serious injury after falling approximately 5m through a roof whilst doing maintenance on a shed. In a similar incident in February 2020, a man died after falling through the roof of a building. Early investigations indicate he was repairing a skylight.",15 May 2020
Fibreglass ladder failure,https://wcq-search.squiz.cloud/s/redirect?collection=wcq-alerts-push&url=https%3A%2F%2Fwww.worksafe.qld.gov.au%2Fnews-and-events%2Falerts%2Fworkplace-health-and-safety-alerts%2F2020%2Ffibreglass-ladder-failure&index_url=https%3A%2F%2Fwww.worksafe.qld.gov.au%2F%3Fa%3D19947&auth=SA6aXi2AHDQRvWteeruGJw&profile=_default&rank=66&query=%21padrenull,The purpose of this safety alert is to highlight the potential for degradation of fibreglass ladders that can lead to a structural failure.,1 May 2020
Dangers of not effectively immobilising vehicles,https://wcq-search.squiz.cloud/s/redirect?collection=wcq-alerts-push&url=https%3A%2F%2Fwww.worksafe.qld.gov.au%2Fnews-and-events%2Falerts%2Fincident-alerts%2F2020%2Fdangers-of-not-effectively-immobilising-vehicles&index_url=https%3A%2F%2Fwww.worksafe.qld.gov.au%2F%3Fa%3D25996&auth=QrlZF7odfBaJ0TBc52BDNg&profile=_default&rank=67&query=%21padrenull,"In February 20120, a man was crushed to death while doing mechanical repairs on a truck. Initial enquiries indicate he was under the truck when it inadvertently rolled forward and fell off a hydraulic bottle jack, fatally striking him.",20 April 2020
Worker killed in conveyor crush,https://wcq-search.squiz.cloud/s/redirect?collection=wcq-alerts-push&url=https%3A%2F%2Fwww.worksafe.qld.gov.au%2Fnews-and-events%2Falerts%2Fincident-alerts%2F2020%2Fworker-killed-in-conveyor-crush&index_url=https%3A%2F%2Fwww.worksafe.qld.gov.au%2F%3Fa%3D23456&auth=qdZ1UJe4sbD%2B9fk9j7%2FkSA&profile=_default&rank=68&query=%21padrenull,"In March 2020, a worker died after being trapped in a conveyor system at a workplace.",8 April 2020
Horse handling fatality,https://wcq-search.squiz.cloud/s/redirect?collection=wcq-alerts-push&url=https%3A%2F%2Fwww.worksafe.qld.gov.au%2Fnews-and-events%2Falerts%2Fincident-alerts%2F2020%2Fhorse-handling-fatality&index_url=https%3A%2F%2Fwww.worksafe.qld.gov.au%2F%3Fa%3D21443&auth=m%2FT%2FX1%2Fha00XQ8GVKSB8Mg&profile=_default&rank=69&query=%21padrenull,"In March 2020, a person suffered fatal injuries while handling a horse on a rural property. It appears the person was in the process of catching the horse in its yard prior to leading it to the stables.",2 April 2020
Worker injured in quad bike incident,https://wcq-search.squiz.cloud/s/redirect?collection=wcq-alerts-push&url=https%3A%2F%2Fwww.worksafe.qld.gov.au%2Fnews-and-events%2Falerts%2Fincident-alerts%2F2020%2Fworker-injured-in-quad-bike-incident&index_url=https%3A%2F%2Fwww.worksafe.qld.gov.au%2F%3Fa%3D24068&auth=VjWGut%2FLmt38nwtDO5nlkQ&profile=_default&rank=70&query=%21padrenull,"In February 2020, a farm worker suffered serious injuries after rolling a quad bike.",31 March 2020
Crush incidents when loading/unloading,https://wcq-search.squiz.cloud/s/redirect?collection=wcq-alerts-push&url=https%3A%2F%2Fwww.worksafe.qld.gov.au%2Fnews-and-events%2Falerts%2Fincident-alerts%2F2020%2Fcrush-incidents-when-loadingunloading&index_url=https%3A%2F%2Fwww.worksafe.qld.gov.au%2F%3Fa%3D24472&auth=yYSP9xNAXDMQ9mkDy%2FNoSA&profile=_default&rank=71&query=%21padrenull,"In January, an interstate truck driver suffered multiple leg fractures when a stone slab fell off the back of a truck. It appears the stone was secured to an ‘A’ frame with straps. Early investigations indicate that when the driver removed the straps, the stone slabs toppled and struck him. In February, a truck driver suffered severe crush injuries when a pack of timber boards being delivered to a timber yard fell onto him. Early investigations indicate the pack of timber caught onto an adjacent one when being unloaded. It caused the strapping to snap and the timber fell onto the driver.",20 March 2020
